Order_ID,Order_Date,Product,Region,Customer, Quantity , Unit_Price , Cost_Per_Unit , Sales , Cost 
ORD00325,2023-08-08 00:00:00,Product_C,East,Customer_12, 6 ," 90,000 "," 50,000 "," 405,000 "," 300,000 "
ORD00093,2023-12-10 00:00:00,Product_C,East,Customer_12, 14 ," 90,000 "," 50,000 "," 1,134,000 "," 700,000 "
ORD00114,2024-05-17 00:00:00,Product_C,South,Customer_12, 5 ," 90,000 "," 50,000 "," 405,000 "," 250,000 "
ORD01653,2024-10-18 00:00:00,Product_C,North,Customer_12, 6 ," 90,000 "," 50,000 "," 270,000 "," 300,000 "
ORD01382,2023-05-11 00:00:00,Product_B,South,Customer_12, 3 ," 300,000 "," 90,000 "," 792,000 "," 270,000 "
ORD00337,2023-06-30 00:00:00,Product_B,South,Customer_12, 14 ," 300,000 "," 90,000 "," 3,696,000 "," 1,260,000 "
ORD00906,2023-08-11 00:00:00,Product_B,North,Customer_12, 3 ," 300,000 "," 90,000 "," 792,000 "," 270,000 "
ORD00973,2023-08-17 00:00:00,Product_B,West,Customer_12, 1 ," 300,000 "," 90,000 "," 264,000 "," 90,000 "
ORD00166,2024-01-12 00:00:00,Product_B,South,Customer_12, 8 ," 300,000 "," 90,000 "," 1,680,000 "," 720,000 "
ORD00926,2024-02-14 00:00:00,Product_B,North,Customer_12, 6 ," 300,000 "," 90,000 "," 1,260,000 "," 540,000 "
ORD01462,2024-05-31 00:00:00,Product_B,South,Customer_12, 16 ," 300,000 "," 90,000 "," 3,360,000 "," 1,440,000 "
ORD01273,2024-07-11 00:00:00,Product_B,North,Customer_12, 19 ," 300,000 "," 90,000 "," 5,700,000 "," 1,710,000 "
ORD01953,2024-11-18 00:00:00,Product_B,North,Customer_12, 5 ," 300,000 "," 90,000 "," 1,500,000 "," 450,000 "
ORD00903,2023-02-09 00:00:00,Product_A,East,Customer_12, 19 ," 150,000 "," 110,000 "," 2,565,000 "," 2,090,000 "
ORD01126,2023-03-25 00:00:00,Product_A,South,Customer_12, 7 ," 150,000 "," 110,000 "," 945,000 "," 770,000 "
ORD00702,2023-04-15 00:00:00,Product_A,East,Customer_12, 7 ," 150,000 "," 110,000 "," 945,000 "," 770,000 "
ORD01093,2023-05-17 00:00:00,Product_A,North,Customer_12, 5 ," 150,000 "," 110,000 "," 675,000 "," 550,000 "
ORD00362,2023-06-25 00:00:00,Product_A,North,Customer_12, 2 ," 150,000 "," 110,000 "," 270,000 "," 220,000 "
ORD01267,2023-09-25 00:00:00,Product_A,South,Customer_12, 10 ," 150,000 "," 110,000 "," 1,350,000 "," 1,100,000 "
ORD01057,2023-10-29 00:00:00,Product_A,West,Customer_12, 11 ," 150,000 "," 110,000 "," 1,485,000 "," 1,210,000 "
ORD00839,2023-11-08 00:00:00,Product_A,South,Customer_12, 11 ," 150,000 "," 110,000 "," 1,237,500 "," 1,210,000 "
ORD01440,2023-11-15 00:00:00,Product_A,West,Customer_12, 19 ," 150,000 "," 110,000 "," 2,137,500 "," 2,090,000 "
ORD01240,2024-05-08 00:00:00,Product_A,South,Customer_12, 4 ," 150,000 "," 110,000 "," 450,000 "," 440,000 "
ORD01122,2024-10-27 00:00:00,Product_A,North,Customer_12, 14 ," 150,000 "," 110,000 "," 1,575,000 "," 1,540,000 "
ORD00941,2024-11-03 00:00:00,Product_A,East,Customer_12, 4 ," 150,000 "," 110,000 "," 450,000 "," 440,000 "
ORD00640,2024-11-06 00:00:00,Product_A,West,Customer_12, 10 ," 150,000 "," 110,000 "," 1,125,000 "," 1,100,000 "
ORD00143,2023-02-05 00:00:00,Product_D,North,Customer_13, 9 ," 120,000 "," 75,000 "," 972,000 "," 675,000 "
ORD00636,2023-03-21 00:00:00,Product_D,North,Customer_13, 2 ," 120,000 "," 75,000 "," 216,000 "," 150,000 "
ORD01428,2023-05-26 00:00:00,Product_D,North,Customer_13, 2 ," 120,000 "," 75,000 "," 204,000 "," 150,000 "
ORD01477,2023-06-09 00:00:00,Product_D,South,Customer_13, 10 ," 120,000 "," 75,000 "," 1,020,000 "," 750,000 "
ORD01399,2023-06-19 00:00:00,Product_D,South,Customer_13, 12 ," 120,000 "," 75,000 "," 1,224,000 "," 900,000 "
ORD00216,2023-07-03 00:00:00,Product_D,West,Customer_13, 14 ," 120,000 "," 75,000 "," 1,428,000 "," 1,050,000 "
ORD00111,2023-07-20 00:00:00,Product_D,South,Customer_13, 14 ," 120,000 "," 75,000 "," 1,428,000 "," 1,050,000 "
ORD00204,2023-08-13 00:00:00,Product_D,South,Customer_13, 12 ," 120,000 "," 75,000 "," 1,224,000 "," 900,000 "
ORD00051,2023-11-12 00:00:00,Product_D,West,Customer_13, 4 ," 120,000 "," 75,000 "," 384,000 "," 300,000 "
ORD01442,2023-12-10 00:00:00,Product_D,East,Customer_13, 12 ," 120,000 "," 75,000 "," 1,152,000 "," 900,000 "
ORD01007,2024-01-26 00:00:00,Product_D,West,Customer_13, 10 ," 120,000 "," 75,000 "," 1,200,000 "," 750,000 "
ORD01132,2024-04-20 00:00:00,Product_D,West,Customer_13, 19 ," 120,000 "," 75,000 "," 2,280,000 "," 1,425,000 "
ORD00770,2024-05-22 00:00:00,Product_D,East,Customer_13, 13 ," 120,000 "," 75,000 "," 1,560,000 "," 975,000 "
ORD01817,2024-08-21 00:00:00,Product_D,East,Customer_13, 17 ," 120,000 "," 75,000 "," 2,040,000 "," 1,275,000 "
ORD01341,2024-10-22 00:00:00,Product_D,South,Customer_13, 17 ," 120,000 "," 75,000 "," 2,040,000 "," 1,275,000 "
ORD01918,2024-10-30 00:00:00,Product_D,North,Customer_13, 16 ," 120,000 "," 75,000 "," 1,920,000 "," 1,200,000 "
ORD01504,2023-06-25 00:00:00,Product_C,North,Customer_13, 9 ," 90,000 "," 50,000 "," 607,500 "," 450,000 "
ORD00191,2023-09-25 00:00:00,Product_C,South,Customer_13, 3 ," 90,000 "," 50,000 "," 243,000 "," 150,000 "
ORD01679,2023-12-10 00:00:00,Product_C,South,Customer_13, 13 ," 90,000 "," 50,000 "," 1,053,000 "," 650,000 "
ORD01920,2023-12-24 00:00:00,Product_C,West,Customer_13, 16 ," 90,000 "," 50,000 "," 1,296,000 "," 800,000 "
ORD01652,2024-03-05 00:00:00,Product_C,West,Customer_13, 19 ," 90,000 "," 50,000 "," 1,539,000 "," 950,000 "
ORD00223,2024-05-25 00:00:00,Product_C,North,Customer_13, 16 ," 90,000 "," 50,000 "," 1,296,000 "," 800,000 "
ORD00135,2024-07-17 00:00:00,Product_C,North,Customer_13, 9 ," 90,000 "," 50,000 "," 405,000 "," 450,000 "
ORD01536,2024-11-23 00:00:00,Product_C,North,Customer_13, 6 ," 90,000 "," 50,000 "," 270,000 "," 300,000 "
ORD00717,2023-03-26 00:00:00,Product_B,North,Customer_13, 12 ," 300,000 "," 90,000 "," 1,440,000 "," 1,080,000 "
ORD00089,2023-06-06 00:00:00,Product_B,South,Customer_13, 16 ," 300,000 "," 90,000 "," 4,224,000 "," 1,440,000 "
ORD00128,2023-07-26 00:00:00,Product_B,East,Customer_13, 18 ," 300,000 "," 90,000 "," 4,752,000 "," 1,620,000 "
ORD00185,2023-08-21 00:00:00,Product_B,East,Customer_13, 14 ," 300,000 "," 90,000 "," 3,696,000 "," 1,260,000 "
ORD01069,2023-11-20 00:00:00,Product_B,North,Customer_13, 7 ," 300,000 "," 90,000 "," 1,848,000 "," 630,000 "
ORD01361,2023-12-01 00:00:00,Product_B,East,Customer_13, 16 ," 300,000 "," 90,000 "," 4,224,000 "," 1,440,000 "
ORD00544,2024-01-02 00:00:00,Product_B,East,Customer_13, 4 ," 300,000 "," 90,000 "," 1,056,000 "," 360,000 "
ORD00477,2024-01-15 00:00:00,Product_B,South,Customer_13, 18 ," 300,000 "," 90,000 "," 3,780,000 "," 1,620,000 "
ORD00800,2024-02-09 00:00:00,Product_B,South,Customer_13, 17 ," 300,000 "," 90,000 "," 3,570,000 "," 1,530,000 "
ORD00748,2024-03-10 00:00:00,Product_B,West,Customer_13, 6 ," 300,000 "," 90,000 "," 1,260,000 "," 540,000 "
ORD00308,2024-03-13 00:00:00,Product_B,North,Customer_13, 16 ," 300,000 "," 90,000 "," 3,360,000 "," 1,440,000 "
ORD01826,2024-05-16 00:00:00,Product_B,North,Customer_13, 14 ," 300,000 "," 90,000 "," 2,940,000 "," 1,260,000 "
ORD01650,2024-08-06 00:00:00,Product_B,East,Customer_13, 14 ," 300,000 "," 90,000 "," 4,200,000 "," 1,260,000 "
ORD00179,2024-11-14 00:00:00,Product_B,North,Customer_13, 7 ," 300,000 "," 90,000 "," 2,100,000 "," 630,000 "
ORD01356,2023-01-16 00:00:00,Product_A,West,Customer_13, 13 ," 150,000 "," 110,000 "," 1,755,000 "," 1,430,000 "
ORD01633,2023-01-21 00:00:00,Product_A,North,Customer_13, 11 ," 150,000 "," 110,000 "," 1,485,000 "," 1,210,000 "
ORD00516,2023-04-09 00:00:00,Product_A,North,Customer_13, 9 ," 150,000 "," 110,000 "," 1,215,000 "," 990,000 "
ORD00703,2023-04-09 00:00:00,Product_A,East,Customer_13, 4 ," 150,000 "," 110,000 "," 540,000 "," 440,000 "
ORD01723,2023-05-02 00:00:00,Product_A,North,Customer_13, 16 ," 150,000 "," 110,000 "," 2,160,000 "," 1,760,000 "
ORD01070,2023-05-13 00:00:00,Product_A,South,Customer_13, 7 ," 150,000 "," 110,000 "," 945,000 "," 770,000 "
ORD01086,2023-07-01 00:00:00,Product_A,North,Customer_13, 1 ," 150,000 "," 110,000 "," 135,000 "," 110,000 "
ORD00442,2023-10-12 00:00:00,Product_A,West,Customer_13, 9 ," 150,000 "," 110,000 "," 1,215,000 "," 990,000 "
ORD00492,2023-10-29 00:00:00,Product_A,East,Customer_13, 14 ," 150,000 "," 110,000 "," 1,890,000 "," 1,540,000 "
ORD00101,2024-01-27 00:00:00,Product_A,North,Customer_13, 1 ," 150,000 "," 110,000 "," 112,500 "," 110,000 "
ORD00884,2024-03-18 00:00:00,Product_A,East,Customer_13, 2 ," 150,000 "," 110,000 "," 225,000 "," 220,000 "
ORD00546,2023-03-10 00:00:00,Product_D,South,Customer_14, 15 ," 120,000 "," 75,000 "," 1,620,000 "," 1,125,000 "
ORD01747,2023-03-25 00:00:00,Product_D,West,Customer_14, 3 ," 120,000 "," 75,000 "," 324,000 "," 225,000 "
ORD01157,2023-04-23 00:00:00,Product_D,South,Customer_14, 9 ," 120,000 "," 75,000 "," 918,000 "," 675,000 "
ORD01950,2023-06-10 00:00:00,Product_D,North,Customer_14, 10 ," 120,000 "," 75,000 "," 1,020,000 "," 750,000 "
ORD00514,2023-07-11 00:00:00,Product_D,West,Customer_14, 4 ," 120,000 "," 75,000 "," 408,000 "," 300,000 "
ORD01846,2023-10-14 00:00:00,Product_D,North,Customer_14, 12 ," 120,000 "," 75,000 "," 1,152,000 "," 900,000 "
ORD00254,2023-10-31 00:00:00,Product_D,East,Customer_14, 8 ," 120,000 "," 75,000 "," 768,000 "," 600,000 "
ORD01555,2023-12-22 00:00:00,Product_D,South,Customer_14, 8 ," 120,000 "," 75,000 "," 768,000 "," 600,000 "
ORD01804,2024-01-06 00:00:00,Product_D,East,Customer_14, 8 ," 120,000 "," 75,000 "," 768,000 "," 600,000 "
ORD01360,2024-01-26 00:00:00,Product_D,South,Customer_14, 13 ," 120,000 "," 75,000 "," 1,560,000 "," 975,000 "
ORD00968,2024-05-27 00:00:00,Product_D,West,Customer_14, 6 ," 120,000 "," 75,000 "," 720,000 "," 450,000 "
ORD01215,2024-06-15 00:00:00,Product_D,West,Customer_14, 12 ," 120,000 "," 75,000 "," 1,440,000 "," 900,000 "
ORD00994,2023-01-23 00:00:00,Product_C,West,Customer_14, 16 ," 90,000 "," 50,000 "," 1,080,000 "," 800,000 "
ORD00340,2023-04-26 00:00:00,Product_C,North,Customer_14, 11 ," 90,000 "," 50,000 "," 742,500 "," 550,000 "
ORD00736,2023-11-02 00:00:00,Product_C,North,Customer_14, 18 ," 90,000 "," 50,000 "," 1,458,000 "," 900,000 "
ORD00161,2024-04-17 00:00:00,Product_C,West,Customer_14, 17 ," 90,000 "," 50,000 "," 1,377,000 "," 850,000 "
ORD01156,2024-05-16 00:00:00,Product_C,West,Customer_14, 18 ," 90,000 "," 50,000 "," 1,458,000 "," 900,000 "
ORD00642,2024-10-20 00:00:00,Product_C,East,Customer_14, 9 ," 90,000 "," 50,000 "," 405,000 "," 450,000 "
ORD00515,2024-11-19 00:00:00,Product_C,West,Customer_14, 17 ," 90,000 "," 50,000 "," 765,000 "," 850,000 "
ORD00664,2023-01-08 00:00:00,Product_B,North,Customer_14, 4 ," 300,000 "," 90,000 "," 480,000 "," 360,000 "
ORD01831,2023-08-19 00:00:00,Product_B,South,Customer_14, 9 ," 300,000 "," 90,000 "," 2,376,000 "," 810,000 "
ORD01401,2024-02-18 00:00:00,Product_B,North,Customer_14, 12 ," 300,000 "," 90,000 "," 2,520,000 "," 1,080,000 "
